"","position","water_year","Node","TimePeriod2","TimePercentage","Species","Life_Stage","Hydraulic","Suitability_Class"
"29","slice2",1995,"J01-010","Annual",1.08151183970856,"Chub","Adult","Depth","Low"
"30","slice2",1996,"J01-010","Annual",1.22146118721461,"Chub","Adult","Depth","Low"
"31","slice2",1997,"J01-010","Annual",3.01369863013699,"Chub","Adult","Depth","Low"
"32","slice2",1998,"J01-010","Annual",0.776255707762557,"Chub","Adult","Depth","Low"
"33","slice2",1999,"J01-010","Annual",0.648907103825137,"Chub","Adult","Depth","Low"
"34","slice2",2000,"J01-010","Annual",0.981735159817352,"Chub","Adult","Depth","Low"
"35","slice2",2001,"J01-010","Annual",0.182648401826484,"Chub","Adult","Depth","Low"
"36","slice2",2002,"J01-010","Annual",1.49543378995434,"Chub","Adult","Depth","Low"
"37","slice2",2003,"J01-010","Annual",0.569216757741348,"Chub","Adult","Depth","Low"
"38","slice2",2004,"J01-010","Annual",2.88812785388128,"Chub","Adult","Depth","Low"
"39","slice2",2005,"J01-010","Annual",0.776255707762557,"Chub","Adult","Depth","Low"
"40","slice2",2006,"J01-010","Annual",0.136986301369863,"Chub","Adult","Depth","Low"
"41","slice2",2007,"J01-010","Annual",0.865209471766849,"Chub","Adult","Depth","Low"
"42","slice2",2008,"J01-010","Annual",1.02739726027397,"Chub","Adult","Depth","Low"
"43","slice2",2009,"J01-010","Annual",1.0958904109589,"Chub","Adult","Depth","Low"
"44","slice2",2010,"J01-010","Annual",1.41552511415525,"Chub","Adult","Depth","Low"
"45","slice2",2011,"J01-010","Annual",0.842440801457195,"Chub","Adult","Depth","Low"
"46","slice2",2012,"J01-010","Annual",0.650684931506849,"Chub","Adult","Depth","Low"
"47","slice2",2013,"J01-010","Annual",0.4337899543379,"Chub","Adult","Depth","Low"
"48","slice2",2014,"J01-010","Annual",0.970319634703196,"Chub","Adult","Depth","Low"
"49","slice2",2015,"J01-010","Annual",0.717213114754098,"Chub","Adult","Depth","Low"
"50","slice2",2016,"J01-010","Annual",1.75799086757991,"Chub","Adult","Depth","Low"
"51","slice2",2017,"J01-010","Annual",0.21689497716895,"Chub","Adult","Depth","Low"
"52","slice2",2018,"J01-010","Annual",3.2507183908046,"Chub","Adult","Depth","Low"
"53","slice3",1993,"J01-010","Annual",0.353881278538813,"Chub","Adult","Depth","Low"
"54","slice3",1994,"J01-010","Annual",1.72374429223744,"Chub","Adult","Depth","Low"
"55","slice3",1995,"J01-010","Annual",0.671675774134791,"Chub","Adult","Depth","Low"
"56","slice3",1996,"J01-010","Annual",0.810502283105023,"Chub","Adult","Depth","Low"
"57","slice3",1997,"J01-010","Annual",2.1689497716895,"Chub","Adult","Depth","Low"
"58","slice3",1998,"J01-010","Annual",0.547945205479452,"Chub","Adult","Depth","Low"
"59","slice3",1999,"J01-010","Annual",0.557832422586521,"Chub","Adult","Depth","Low"
"60","slice3",2000,"J01-010","Annual",0.627853881278539,"Chub","Adult","Depth","Low"
"61","slice3",2001,"J01-010","Annual",0.136986301369863,"Chub","Adult","Depth","Low"
"62","slice3",2002,"J01-010","Annual",1.17579908675799,"Chub","Adult","Depth","Low"
"63","slice3",2003,"J01-010","Annual",0.330145719489982,"Chub","Adult","Depth","Low"
"64","slice3",2004,"J01-010","Annual",2.21461187214612,"Chub","Adult","Depth","Low"
"65","slice3",2005,"J01-010","Annual",0.582191780821918,"Chub","Adult","Depth","Low"
"66","slice3",2006,"J01-010","Annual",0.045662100456621,"Chub","Adult","Depth","Low"
"67","slice3",2007,"J01-010","Annual",0.603369763205829,"Chub","Adult","Depth","Low"
"68","slice3",2008,"J01-010","Annual",0.639269406392694,"Chub","Adult","Depth","Low"
"69","slice3",2009,"J01-010","Annual",0.970319634703196,"Chub","Adult","Depth","Low"
"70","slice3",2010,"J01-010","Annual",0.844748858447489,"Chub","Adult","Depth","Low"
"71","slice3",2011,"J01-010","Annual",0.489526411657559,"Chub","Adult","Depth","Low"
"72","slice3",2012,"J01-010","Annual",0.296803652968037,"Chub","Adult","Depth","Low"
"73","slice3",2013,"J01-010","Annual",0.331050228310502,"Chub","Adult","Depth","Low"
"74","slice3",2014,"J01-010","Annual",0.662100456621005,"Chub","Adult","Depth","Low"
"75","slice3",2015,"J01-010","Annual",0.466757741347905,"Chub","Adult","Depth","Low"
"76","slice3",2016,"J01-010","Annual",1.13013698630137,"Chub","Adult","Depth","Low"
"77","slice3",2017,"J01-010","Annual",0.194063926940639,"Chub","Adult","Depth","Low"
"78","slice3",2018,"J01-010","Annual",2.38864942528736,"Chub","Adult","Depth","Low"
"79","slice1",1993,"J01-010","Annual",0.924657534246575,"Chub","Adult","Depth","Low"
"80","slice1",1994,"J01-010","Annual",3.18493150684932,"Chub","Adult","Depth","Low"
"81","slice1",1995,"J01-010","Annual",1.37750455373406,"Chub","Adult","Depth","Low"
"82","slice1",1996,"J01-010","Annual",1.6324200913242,"Chub","Adult","Depth","Low"
"83","slice1",1997,"J01-010","Annual",3.86986301369863,"Chub","Adult","Depth","Low"
"84","slice1",1998,"J01-010","Annual",0.947488584474886,"Chub","Adult","Depth","Low"
"85","slice1",1999,"J01-010","Annual",0.865209471766849,"Chub","Adult","Depth","Low"
"86","slice1",2000,"J01-010","Annual",1.28995433789954,"Chub","Adult","Depth","Low"
"87","slice1",2001,"J01-010","Annual",0.21689497716895,"Chub","Adult","Depth","Low"
"88","slice1",2002,"J01-010","Annual",1.90639269406393,"Chub","Adult","Depth","Low"
"89","slice1",2003,"J01-010","Annual",0.728597449908925,"Chub","Adult","Depth","Low"
"90","slice1",2004,"J01-010","Annual",3.6986301369863,"Chub","Adult","Depth","Low"
"91","slice1",2005,"J01-010","Annual",0.91324200913242,"Chub","Adult","Depth","Low"
"92","slice1",2006,"J01-010","Annual",0.159817351598174,"Chub","Adult","Depth","Low"
"93","slice1",2007,"J01-010","Annual",1.10428051001821,"Chub","Adult","Depth","Low"
"94","slice1",2008,"J01-010","Annual",1.24429223744292,"Chub","Adult","Depth","Low"
"95","slice1",2009,"J01-010","Annual",1.55251141552511,"Chub","Adult","Depth","Low"
"96","slice1",2010,"J01-010","Annual",1.74657534246575,"Chub","Adult","Depth","Low"
"97","slice1",2011,"J01-010","Annual",0.956284153005465,"Chub","Adult","Depth","Low"
"98","slice1",2012,"J01-010","Annual",0.662100456621005,"Chub","Adult","Depth","Low"
"99","slice1",2013,"J01-010","Annual",0.662100456621005,"Chub","Adult","Depth","Low"
"100","slice1",2014,"J01-010","Annual",1.13013698630137,"Chub","Adult","Depth","Low"
"101","slice1",2015,"J01-010","Annual",0.78551912568306,"Chub","Adult","Depth","Low"
"102","slice1",2016,"J01-010","Annual",2.19178082191781,"Chub","Adult","Depth","Low"
"103","slice1",2017,"J01-010","Annual",0.262557077625571,"Chub","Adult","Depth","Low"
"104","slice1",2018,"J01-010","Annual",4.0948275862069,"Chub","Adult","Depth","Low"
"105","slice2",1993,"J01-010","Annual",1.46118721461187,"Chub","Adult","Depth","Low"
"106","slice2",1994,"J01-010","Annual",3.88127853881279,"Chub","Adult","Depth","Low"
"107","slice2",1995,"J01-010","Annual",2.07194899817851,"Chub","Adult","Depth","Low"
"108","slice2",1996,"J01-010","Annual",2.05479452054794,"Chub","Adult","Depth","Low"
"109","slice2",1997,"J01-010","Annual",4.93150684931507,"Chub","Adult","Depth","Low"
"110","slice2",1998,"J01-010","Annual",1.48401826484018,"Chub","Adult","Depth","Low"
"111","slice2",1999,"J01-010","Annual",1.45719489981785,"Chub","Adult","Depth","Low"
"112","slice2",2000,"J01-010","Annual",1.95205479452055,"Chub","Adult","Depth","Low"
"113","slice2",2001,"J01-010","Annual",0.319634703196347,"Chub","Adult","Depth","Low"
"114","slice2",2002,"J01-010","Annual",2.5,"Chub","Adult","Depth","Low"
"115","slice2",2003,"J01-010","Annual",1.14981785063752,"Chub","Adult","Depth","Low"
"116","slice2",2004,"J01-010","Annual",4.52054794520548,"Chub","Adult","Depth","Low"
"117","slice2",2005,"J01-010","Annual",1.34703196347032,"Chub","Adult","Depth","Low"
"118","slice2",2006,"J01-010","Annual",0.262557077625571,"Chub","Adult","Depth","Low"
"119","slice2",2007,"J01-010","Annual",1.6051912568306,"Chub","Adult","Depth","Low"
"120","slice2",2008,"J01-010","Annual",1.90639269406393,"Chub","Adult","Depth","Low"
"121","slice2",2009,"J01-010","Annual",1.94063926940639,"Chub","Adult","Depth","Low"
"122","slice2",2010,"J01-010","Annual",2.37442922374429,"Chub","Adult","Depth","Low"
"123","slice2",2011,"J01-010","Annual",1.51411657559199,"Chub","Adult","Depth","Low"
"124","slice2",2012,"J01-010","Annual",1.24429223744292,"Chub","Adult","Depth","Low"
"125","slice2",2013,"J01-010","Annual",0.833333333333333,"Chub","Adult","Depth","Low"
"126","slice2",2014,"J01-010","Annual",1.46118721461187,"Chub","Adult","Depth","Low"
"127","slice2",2015,"J01-010","Annual",1.14981785063752,"Chub","Adult","Depth","Low"
"128","slice2",2016,"J01-010","Annual",3.13926940639269,"Chub","Adult","Depth","Low"
"129","slice2",2017,"J01-010","Annual",0.342465753424658,"Chub","Adult","Depth","Low"
"130","slice2",2018,"J01-010","Annual",5.17241379310345,"Chub","Adult","Depth","Low"
"131","slice3",1993,"J01-010","Annual",0.901826484018265,"Chub","Adult","Depth","Low"
"132","slice3",1994,"J01-010","Annual",3.08219178082192,"Chub","Adult","Depth","Low"
"133","slice3",1995,"J01-010","Annual",1.40027322404372,"Chub","Adult","Depth","Low"
"134","slice3",1996,"J01-010","Annual",1.59817351598174,"Chub","Adult","Depth","Low"
"135","slice3",1997,"J01-010","Annual",3.78995433789954,"Chub","Adult","Depth","Low"
"136","slice3",1998,"J01-010","Annual",0.901826484018265,"Chub","Adult","Depth","Low"
"137","slice3",1999,"J01-010","Annual",0.853825136612022,"Chub","Adult","Depth","Low"
"138","slice3",2000,"J01-010","Annual",1.24429223744292,"Chub","Adult","Depth","Low"
"139","slice3",2001,"J01-010","Annual",0.205479452054795,"Chub","Adult","Depth","Low"
"140","slice3",2002,"J01-010","Annual",1.89497716894977,"Chub","Adult","Depth","Low"
"141","slice3",2003,"J01-010","Annual",0.694444444444444,"Chub","Adult","Depth","Low"
"142","slice3",2004,"J01-010","Annual",3.5958904109589,"Chub","Adult","Depth","Low"
"143","slice3",2005,"J01-010","Annual",0.91324200913242,"Chub","Adult","Depth","Low"
"144","slice3",2006,"J01-010","Annual",0.136986301369863,"Chub","Adult","Depth","Low"
"145","slice3",2007,"J01-010","Annual",1.07012750455373,"Chub","Adult","Depth","Low"
"146","slice3",2008,"J01-010","Annual",1.21004566210046,"Chub","Adult","Depth","Low"
"147","slice3",2009,"J01-010","Annual",1.47260273972603,"Chub","Adult","Depth","Low"
"148","slice3",2010,"J01-010","Annual",1.70091324200913,"Chub","Adult","Depth","Low"
"149","slice3",2011,"J01-010","Annual",0.933515482695811,"Chub","Adult","Depth","Low"
"150","slice3",2012,"J01-010","Annual",0.593607305936073,"Chub","Adult","Depth","Low"
"151","slice3",2013,"J01-010","Annual",0.650684931506849,"Chub","Adult","Depth","Low"
"152","slice3",2014,"J01-010","Annual",1.11872146118721,"Chub","Adult","Depth","Low"
"153","slice3",2015,"J01-010","Annual",0.762750455373406,"Chub","Adult","Depth","Low"
"154","slice3",2016,"J01-010","Annual",2.13470319634703,"Chub","Adult","Depth","Low"
"155","slice3",2017,"J01-010","Annual",0.251141552511416,"Chub","Adult","Depth","Low"
"156","slice3",2018,"J01-010","Annual",3.95114942528736,"Chub","Adult","Depth","Low"
"157","slice1",1993,"J01-020","Annual",0.159817351598174,"Chub","Adult","Depth","Low"
"158","slice1",1994,"J01-020","Annual",0.582191780821918,"Chub","Adult","Depth","Low"
"159","slice1",1995,"J01-020","Annual",0.216302367941712,"Chub","Adult","Depth","Low"
"160","slice1",1996,"J01-020","Annual",0.445205479452055,"Chub","Adult","Depth","Low"
"161","slice1",1997,"J01-020","Annual",0.69634703196347,"Chub","Adult","Depth","Low"
"162","slice1",1998,"J01-020","Annual",0.0799086757990868,"Chub","Adult","Depth","Low"
"163","slice1",1999,"J01-020","Annual",0.170765027322404,"Chub","Adult","Depth","Low"
"164","slice1",2000,"J01-020","Annual",0.376712328767123,"Chub","Adult","Depth","Low"
"165","slice1",2001,"J01-020","Annual",0.0114155251141553,"Chub","Adult","Depth","Low"
"166","slice1",2002,"J01-020","Annual",0.308219178082192,"Chub","Adult","Depth","Low"
"167","slice1",2003,"J01-020","Annual",0.125227686703097,"Chub","Adult","Depth","Low"
"168","slice1",2004,"J01-020","Annual",0.993150684931507,"Chub","Adult","Depth","Low"
"169","slice1",2005,"J01-020","Annual",0.091324200913242,"Chub","Adult","Depth","Low"
"170","slice1",2006,"J01-020","Annual",0,"Chub","Adult","Depth","Low"
"171","slice1",2007,"J01-020","Annual",0.11384335154827,"Chub","Adult","Depth","Low"
"172","slice1",2008,"J01-020","Annual",0.205479452054795,"Chub","Adult","Depth","Low"
"173","slice1",2009,"J01-020","Annual",0.262557077625571,"Chub","Adult","Depth","Low"
"174","slice1",2010,"J01-020","Annual",0.605022831050228,"Chub","Adult","Depth","Low"
"175","slice1",2011,"J01-020","Annual",0.102459016393443,"Chub","Adult","Depth","Low"
"176","slice1",2012,"J01-020","Annual",0,"Chub","Adult","Depth","Low"
"177","slice1",2013,"J01-020","Annual",0.102739726027397,"Chub","Adult","Depth","Low"
"178","slice1",2014,"J01-020","Annual",0.091324200913242,"Chub","Adult","Depth","Low"
"179","slice1",2015,"J01-020","Annual",0.0683060109289618,"Chub","Adult","Depth","Low"
"180","slice1",2016,"J01-020","Annual",0.376712328767123,"Chub","Adult","Depth","Low"
"181","slice1",2017,"J01-020","Annual",0.0799086757990868,"Chub","Adult","Depth","Low"
"182","slice1",2018,"J01-020","Annual",0.502873563218391,"Chub","Adult","Depth","Low"
"183","slice2",1993,"J01-020","Annual",0.251141552511416,"Chub","Adult","Depth","Low"
"184","slice2",1994,"J01-020","Annual",1.3013698630137,"Chub","Adult","Depth","Low"
"185","slice2",1995,"J01-020","Annual",0.500910746812386,"Chub","Adult","Depth","Low"
"186","slice2",1996,"J01-020","Annual",0.582191780821918,"Chub","Adult","Depth","Low"
"187","slice2",1997,"J01-020","Annual",1.64383561643836,"Chub","Adult","Depth","Low"
"188","slice2",1998,"J01-020","Annual",0.388127853881279,"Chub","Adult","Depth","Low"
"189","slice2",1999,"J01-020","Annual",0.409836065573771,"Chub","Adult","Depth","Low"
"190","slice2",2000,"J01-020","Annual",0.479452054794521,"Chub","Adult","Depth","Low"
"191","slice2",2001,"J01-020","Annual",0.0799086757990868,"Chub","Adult","Depth","Low"
"192","slice2",2002,"J01-020","Annual",0.981735159817352,"Chub","Adult","Depth","Low"
"193","slice2",2003,"J01-020","Annual",0.250455373406193,"Chub","Adult","Depth","Low"
"194","slice2",2004,"J01-020","Annual",1.7351598173516,"Chub","Adult","Depth","Low"
"195","slice2",2005,"J01-020","Annual",0.410958904109589,"Chub","Adult","Depth","Low"
"196","slice2",2006,"J01-020","Annual",0.0342465753424658,"Chub","Adult","Depth","Low"
"197","slice2",2007,"J01-020","Annual",0.421220400728597,"Chub","Adult","Depth","Low"
"198","slice2",2008,"J01-020","Annual",0.559360730593607,"Chub","Adult","Depth","Low"
"199","slice2",2009,"J01-020","Annual",0.799086757990868,"Chub","Adult","Depth","Low"
"200","slice2",2010,"J01-020","Annual",0.616438356164384,"Chub","Adult","Depth","Low"
"201","slice2",2011,"J01-020","Annual",0.318761384335155,"Chub","Adult","Depth","Low"
"202","slice2",2012,"J01-020","Annual",0.171232876712329,"Chub","Adult","Depth","Low"
"203","slice2",2013,"J01-020","Annual",0.308219178082192,"Chub","Adult","Depth","Low"
"204","slice2",2014,"J01-020","Annual",0.45662100456621,"Chub","Adult","Depth","Low"
"205","slice2",2015,"J01-020","Annual",0.307377049180328,"Chub","Adult","Depth","Low"
"206","slice2",2016,"J01-020","Annual",0.833333333333333,"Chub","Adult","Depth","Low"
"207","slice2",2017,"J01-020","Annual",0.148401826484018,"Chub","Adult","Depth","Low"
"208","slice2",2018,"J01-020","Annual",1.90373563218391,"Chub","Adult","Depth","Low"
"209","slice3",1993,"J01-020","Annual",1.86073059360731,"Chub","Adult","Depth","Low"
"210","slice3",1994,"J01-020","Annual",3.53881278538813,"Chub","Adult","Depth","Low"
"211","slice3",1995,"J01-020","Annual",2.03779599271403,"Chub","Adult","Depth","Low"
"212","slice3",1996,"J01-020","Annual",2.26027397260274,"Chub","Adult","Depth","Low"
"213","slice3",1997,"J01-020","Annual",4.85159817351598,"Chub","Adult","Depth","Low"
"214","slice3",1998,"J01-020","Annual",1.27853881278539,"Chub","Adult","Depth","Low"
"215","slice3",1999,"J01-020","Annual",1.61657559198543,"Chub","Adult","Depth","Low"
"216","slice3",2000,"J01-020","Annual",2.07762557077626,"Chub","Adult","Depth","Low"
"217","slice3",2001,"J01-020","Annual",0.4337899543379,"Chub","Adult","Depth","Low"
"218","slice3",2002,"J01-020","Annual",1.87214611872146,"Chub","Adult","Depth","Low"
"219","slice3",2003,"J01-020","Annual",1.02459016393443,"Chub","Adult","Depth","Low"
"220","slice3",2004,"J01-020","Annual",3.28767123287671,"Chub","Adult","Depth","Low"
"221","slice3",2005,"J01-020","Annual",1.25570776255708,"Chub","Adult","Depth","Low"
"222","slice3",2006,"J01-020","Annual",0.319634703196347,"Chub","Adult","Depth","Low"
"223","slice3",2007,"J01-020","Annual",1.62795992714025,"Chub","Adult","Depth","Low"
"224","slice3",2008,"J01-020","Annual",1.97488584474886,"Chub","Adult","Depth","Low"
"225","slice3",2009,"J01-020","Annual",1.48401826484018,"Chub","Adult","Depth","Low"
"226","slice3",2010,"J01-020","Annual",2.67123287671233,"Chub","Adult","Depth","Low"
"227","slice3",2011,"J01-020","Annual",1.58242258652095,"Chub","Adult","Depth","Low"
"228","slice3",2012,"J01-020","Annual",1.48401826484018,"Chub","Adult","Depth","Low"
"229","slice3",2013,"J01-020","Annual",0.856164383561644,"Chub","Adult","Depth","Low"
"230","slice3",2014,"J01-020","Annual",1.10730593607306,"Chub","Adult","Depth","Low"
"231","slice3",2015,"J01-020","Annual",0.979052823315118,"Chub","Adult","Depth","Low"
"232","slice3",2016,"J01-020","Annual",3.04794520547945,"Chub","Adult","Depth","Low"
"233","slice3",2017,"J01-020","Annual",0.399543378995434,"Chub","Adult","Depth","Low"
"234","slice3",2018,"J01-020","Annual",4.00502873563218,"Chub","Adult","Depth","Low"
"235","slice4",1993,"J01-020","Annual",0.981735159817352,"Chub","Adult","Depth","Low"
"236","slice4",1994,"J01-020","Annual",2.37442922374429,"Chub","Adult","Depth","Low"
"237","slice4",1995,"J01-020","Annual",1.25227686703097,"Chub","Adult","Depth","Low"
"238","slice4",1996,"J01-020","Annual",1.16438356164384,"Chub","Adult","Depth","Low"
"239","slice4",1997,"J01-020","Annual",2.97945205479452,"Chub","Adult","Depth","Low"
"240","slice4",1998,"J01-020","Annual",0.764840182648402,"Chub","Adult","Depth","Low"
"241","slice4",1999,"J01-020","Annual",0.774134790528233,"Chub","Adult","Depth","Low"
"242","slice4",2000,"J01-020","Annual",1.22146118721461,"Chub","Adult","Depth","Low"
"243","slice4",2001,"J01-020","Annual",0.171232876712329,"Chub","Adult","Depth","Low"
"244","slice4",2002,"J01-020","Annual",1.42694063926941,"Chub","Adult","Depth","Low"
"245","slice4",2003,"J01-020","Annual",0.774134790528233,"Chub","Adult","Depth","Low"
"246","slice4",2004,"J01-020","Annual",2.79680365296804,"Chub","Adult","Depth","Low"
"247","slice4",2005,"J01-020","Annual",0.719178082191781,"Chub","Adult","Depth","Low"
"248","slice4",2006,"J01-020","Annual",0.205479452054795,"Chub","Adult","Depth","Low"
"249","slice4",2007,"J01-020","Annual",0.910746812386157,"Chub","Adult","Depth","Low"
"250","slice4",2008,"J01-020","Annual",1.14155251141552,"Chub","Adult","Depth","Low"
"251","slice4",2009,"J01-020","Annual",1.05022831050228,"Chub","Adult","Depth","Low"
"252","slice4",2010,"J01-020","Annual",1.56392694063927,"Chub","Adult","Depth","Low"
"253","slice4",2011,"J01-020","Annual",1.03597449908925,"Chub","Adult","Depth","Low"
"254","slice4",2012,"J01-020","Annual",0.89041095890411,"Chub","Adult","Depth","Low"
"255","slice4",2013,"J01-020","Annual",0.490867579908676,"Chub","Adult","Depth","Low"
"256","slice4",2014,"J01-020","Annual",1.02739726027397,"Chub","Adult","Depth","Low"
"257","slice4",2015,"J01-020","Annual",0.819672131147541,"Chub","Adult","Depth","Low"
"258","slice4",2016,"J01-020","Annual",1.99771689497717,"Chub","Adult","Depth","Low"
"259","slice4",2017,"J01-020","Annual",0.159817351598174,"Chub","Adult","Depth","Low"
"260","slice4",2018,"J01-020","Annual",3.14295977011494,"Chub","Adult","Depth","Low"
"261","slice1",1993,"J01-020","Annual",0.273972602739726,"Chub","Adult","Depth","Low"
"262","slice1",1994,"J01-020","Annual",0.924657534246575,"Chub","Adult","Depth","Low"
"263","slice1",1995,"J01-020","Annual",0.37568306010929,"Chub","Adult","Depth","Low"
"264","slice1",1996,"J01-020","Annual",0.684931506849315,"Chub","Adult","Depth","Low"
"265","slice1",1997,"J01-020","Annual",1.0958904109589,"Chub","Adult","Depth","Low"
"266","slice1",1998,"J01-020","Annual",0.125570776255708,"Chub","Adult","Depth","Low"
"267","slice1",1999,"J01-020","Annual",0.352914389799636,"Chub","Adult","Depth","Low"
"268","slice1",2000,"J01-020","Annual",0.547945205479452,"Chub","Adult","Depth","Low"
"269","slice1",2001,"J01-020","Annual",0.0570776255707763,"Chub","Adult","Depth","Low"
"270","slice1",2002,"J01-020","Annual",0.525114155251142,"Chub","Adult","Depth","Low"
"271","slice1",2003,"J01-020","Annual",0.193533697632058,"Chub","Adult","Depth","Low"
"272","slice1",2004,"J01-020","Annual",1.50684931506849,"Chub","Adult","Depth","Low"
"273","slice1",2005,"J01-020","Annual",0.171232876712329,"Chub","Adult","Depth","Low"
"274","slice1",2007,"J01-020","Annual",0.216302367941712,"Chub","Adult","Depth","Low"
"275","slice1",2008,"J01-020","Annual",0.319634703196347,"Chub","Adult","Depth","Low"
"276","slice1",2009,"J01-020","Annual",0.525114155251142,"Chub","Adult","Depth","Low"
"277","slice1",2010,"J01-020","Annual",0.821917808219178,"Chub","Adult","Depth","Low"
"278","slice1",2011,"J01-020","Annual",0.136612021857924,"Chub","Adult","Depth","Low"
"279","slice1",2013,"J01-020","Annual",0.23972602739726,"Chub","Adult","Depth","Low"
"280","slice1",2014,"J01-020","Annual",0.182648401826484,"Chub","Adult","Depth","Low"
"281","slice1",2015,"J01-020","Annual",0.11384335154827,"Chub","Adult","Depth","Low"
"282","slice1",2016,"J01-020","Annual",0.639269406392694,"Chub","Adult","Depth","Low"
"283","slice1",2017,"J01-020","Annual",0.114155251141553,"Chub","Adult","Depth","Low"
"284","slice1",2018,"J01-020","Annual",0.969827586206897,"Chub","Adult","Depth","Low"
"285","slice2",1993,"J01-020","Annual",0.547945205479452,"Chub","Adult","Depth","Low"
"286","slice2",1994,"J01-020","Annual",2.10045662100457,"Chub","Adult","Depth","Low"
"287","slice2",1995,"J01-020","Annual",0.89936247723133,"Chub","Adult","Depth","Low"
"288","slice2",1996,"J01-020","Annual",1.11872146118721,"Chub","Adult","Depth","Low"
"289","slice2",1997,"J01-020","Annual",2.61415525114155,"Chub","Adult","Depth","Low"
"290","slice2",1998,"J01-020","Annual",0.616438356164384,"Chub","Adult","Depth","Low"
"291","slice2",1999,"J01-020","Annual",0.591985428051002,"Chub","Adult","Depth","Low"
"292","slice2",2000,"J01-020","Annual",0.799086757990868,"Chub","Adult","Depth","Low"
"293","slice2",2001,"J01-020","Annual",0.148401826484018,"Chub","Adult","Depth","Low"
"294","slice2",2002,"J01-020","Annual",1.38127853881279,"Chub","Adult","Depth","Low"
"295","slice2",2003,"J01-020","Annual",0.421220400728597,"Chub","Adult","Depth","Low"
"296","slice2",2004,"J01-020","Annual",2.65981735159817,"Chub","Adult","Depth","Low"
"297","slice2",2005,"J01-020","Annual",0.605022831050228,"Chub","Adult","Depth","Low"
"298","slice2",2006,"J01-020","Annual",0.0684931506849315,"Chub","Adult","Depth","Low"
"299","slice2",2007,"J01-020","Annual",0.694444444444444,"Chub","Adult","Depth","Low"
"300","slice2",2008,"J01-020","Annual",0.810502283105023,"Chub","Adult","Depth","Low"
"301","slice2",2009,"J01-020","Annual",1.13013698630137,"Chub","Adult","Depth","Low"
"302","slice2",2010,"J01-020","Annual",1.03881278538813,"Chub","Adult","Depth","Low"
"303","slice2",2011,"J01-020","Annual",0.580601092896175,"Chub","Adult","Depth","Low"
"304","slice2",2012,"J01-020","Annual",0.353881278538813,"Chub","Adult","Depth","Low"
"305","slice2",2013,"J01-020","Annual",0.410958904109589,"Chub","Adult","Depth","Low"
"306","slice2",2014,"J01-020","Annual",0.776255707762557,"Chub","Adult","Depth","Low"
"307","slice2",2015,"J01-020","Annual",0.535063752276867,"Chub","Adult","Depth","Low"
"308","slice2",2016,"J01-020","Annual",1.54109589041096,"Chub","Adult","Depth","Low"
